ID,Product ID,Price,Discount,Stock,Is Active,Is Stock,Weight,Unit,All Types,Is Deal
1086,64,300,0,0,TRUE,FALSE,,,,FALSE
2052,350,752,0,0,TRUE,FALSE,,,,FALSE
1482,310,35,0,20000,TRUE,FALSE,,,,FALSE
1657,287,126,0,0,FALSE,TRUE,,,,FALSE
664,797,300,0,0,FALSE,TRUE,,,,FALSE
2823,412,135,10,0,FALSE,TRUE,,,,FALSE
1961,76,765,0,0,TRUE,FALSE,,,,TRUE
1302,193,165,0,0,FALSE,TRUE,,,,FALSE
138,51,96,0,0,TRUE,TRUE,,,,FALSE
2708,113,165,0,0,FALSE,TRUE,,,,FALSE
792,171,600,0,0,TRUE,TRUE,,,,FALSE
1960,76,750,0,0,TRUE,FALSE,,,,TRUE
3173,444,456,0,0,FALSE,TRUE,,,,FALSE
2622,231,108,0,0,FALSE,TRUE,,,,FALSE
1837,94,0,0,0,TRUE,FALSE,,,,FALSE
1970,77,638,15,0,TRUE,FALSE,,,,TRUE
