order_id,cancellation_reason_id,cancellation_reason
161956,53,"Late Delivery"
161955,57," No Go Area Other"
161950,53,"Late Delivery"
161936,49,"Driver got late"
161936,57," late delivery Other"
161933,63," Cash issue Other"
161931,63," Cash issue Other"
161928,52," office sy bula liya tha Other"
161928,52," Wrong Location Other"
161928,52," Wrong Location Other"
161925,55,"SKU's NA"
161924,55,"SKU's NA"
161922,55,"SKU's NA"
161913,63," Cash issue Other"
161912,52," office sy bula liya tha Other"
161912,49,"Driver got late"
161901,53,"Late Delivery"
161877,57," order cancel shop clos Other"
161876,53,"Late Delivery"
161872,53,"Late Delivery"
161867,53,"Late Delivery"
161865,63," order cancel cash issue Other"
161855,53,"Late Delivery"
161850,57," no service area Other"
161850,49,"Driver got late"
161842,55,"SKU's NA"
161826,53,"Late Delivery"
161817,53,"Late Delivery"
161811,55,"SKU's NA"
161806,63," order cancel cash issue Other"
161804,63," Shop close Other"
161803,63," Shop Close Other"
161790,55,"SKU's NA"
161786,53,"Late Delivery"
161781,63," Shop Close Other"
161781,49,"Driver got late"
161777,57," order cancel shop close Other"
161771,63," Shop close Other"
161765,63," Shop close Other"
161760,53,"Late Delivery"
161757,57," No Go Area Other"
161753,57," order cancel shop close Other"
161744,49,"Driver got late"
161744,61,"Customer Claims That He Hasn't Placed The Order"
161735,57," order cancel shop close Other"
161730,55,"SKU's NA"
161724,63," Payment issue Other"
161719,63," Shop close Other"
161707,63," shop closed Other"
161702,57," No Go Area Other"
161679,53,"Late Delivery"
161678,49,"Driver got late"
161678,61,"Customer Claims That He Hasn't Placed The Order"
161676,57," order cancel out of area Other"
161669,63," order Cancel location issue Other"
161661,53,"Late Delivery"
161654,53,"Late Delivery"
161650,55,"SKU's NA"
161640,63," order cancel payment issue Other"
161619,63," shop closed Other"
161615,63," order cancel shop close personal issue Other"
161600,63," order cancel shop close Other"
161589,63," Order Cancel Shop Close on Friday Other"
161582,55,"SKU's NA"
161579,63," Shop close Other"
161569,63," order cancel cash issue Other"
161568,63," order cancel cash issue Other"
161567,53,"Late Delivery"
161566,63," Cash Issue Other"
161566,63," Cash Issue Other"
161542,53,"Late Delivery"
161528,53,"Late Delivery"
161520,57," order cancel shop close Other"
161519,53,"Late Delivery"
161506,57," location issue Other"
161495,53,"Late Delivery"
161475,63," order cancel shop close Other"
161474,53,"Late Delivery"
161472,53,"Late Delivery"
161457,63," order cancel shop close Other"
161447,63," order cancel cash issue Other"
161442,63," Shop close Other"
161433,57," ordr cancel shop close Other"
161432,53,"Late Delivery"
161426,63," order cancel shop close Other"
161413,57," order cacnel cash issue Other"
161404,57," No Go Area Other"
161402,53,"Late Delivery"
161394,53,"Late Delivery"
161391,53,"Late Delivery"
161378,63," order cancel shop close Other"
161352,63," shop closed Other"
161345,53,"Late Delivery"
161342,55,"SKU's NA"
161340,53,"Late Delivery"
161331,59,"Shop Closed And Customer Not Responding"
161331,59,"Shop Closed And Customer Not Responding"
161326,59,"Shop Closed And Customer Not Responding"
161326,59,"Shop Closed And Customer Not Responding"
161317,57," No Go Area Other"
161309,53,"Late Delivery"
161303,53,"Late Delivery"
161302,53,"Late Delivery"
161300,63," Shop Close Other"
161299,49,"Driver got late"
161299,52," office sy bula liya tha Other"
161292,53,"Late Delivery"
161286,49,"Driver got late"
161286,57," No Service Area Other"
161261,53,"Late Delivery"
161259,57," order cancel shop close Other"
161256,53,"Late Delivery"
161249,53,"Late Delivery"
161248,57," order cancel shop close Other"
161247,63," Payment issue Other"
161246,57," order cancel location issue Other"
161243,63," Payment issue Other"
161241,63," Cash issue Other"
161212,63," Cash Issue Other"
161209,63," Cash issue Other"
161208,53,"Late Delivery"
161192,57," Order cancel Shop Close Other"
161186,57," No Go Area Other"
161175,53,"Late Delivery"
161166,63," Order cancel payment issue Other"
161161,57," No Service Area Other"
161161,49,"Driver got late"
161157,63," Order cancel Payment issue Other"
161156,53,"Late Delivery"
161152,63," order cancel payment issue Other"
161142,53,"Late Delivery"
161138,53,"Late Delivery"
161135,63," order cancel shop close Other"
161131,63," Cash Issue Other"
161130,63," Payment issue Other"
161124,55,"SKU's NA"
161123,63," shop closed Other"
161114,60,"Customer Has Already Purchased It From Somewhere Else"
161111,63," Order cancel Payment issue Other"
161108,52," Location issue Other"
161108,52," Wrong Location Other"
161095,57," No Go Area Other"
161094,57," No Service Area Other"
161094,49,"Driver got late"
161091,63," Order cancel payment issue Other"
161090,63," Order cancel payment issue Other"
161089,63," Order cancel payment issue Other"
161088,63," Order cancel payment issue Other"
161087,63," Order cancel payment issue Other"
161086,63," Order cancel payment issue Other"
161085,63," Order cancel payment issue Other"
161084,63," Order cancel payment issue Other"
161083,63," Order cancel payment issue Other"
161082,63," Order cancel payment issue Other"
161081,63," Order cancel payment issue Other"
161078,63," Order cancel payment issue Other"
161077,63," Order cancel payment issue Other"
161076,63," Order cancel payment issue Other"
161075,63," Order cancel payment issue Other"
161073,63," Shop close Other"
161065,53,"Late Delivery"
161058,63," Shop close Other"
161045,49,"Driver got late"
161045,57," late delivery Other"
161040,53,"Late Delivery"
161037,53,"Late Delivery"
161032,49,"Driver got late"
161032,60,"Customer Has Already Purchased It From Somewhere Else"
161023,49,"Driver got late"
161023,59,"Shop Closed And Customer Not Responding"
161022,49,"Driver got late"
161022,59,"Shop Closed And Customer Not Responding"
161020,57," No Go Area Other"
161018,63," Shop close Other"
161005,49,"Driver got late"
161005,57," late delivery Other"
161003,53,"Late Delivery"
161002,53,"Late Delivery"
160997,63," order cancel payment issue Other"
160996,55,"SKU's NA"
160988,53,"Late Delivery"
160986,63," Shop CLose Other"
160983,61,"Customer Claims That He Hasn't Placed The Order"
160983,49,"Driver got late"
160982,57," Order cancel location issue Other"
160977,52," office sy bula liya tha Other"
160977,49,"Driver got late"
160970,57," Wrong Location Other"
160965,52," wrong location Other"
160965,57," no service area Other"
160962,53,"Late Delivery"
160960,55,"SKU's NA"
160958,63," Shop close Other"
160952,53,"Late Delivery"
160951,63," Cash Issue Other"
160950,53,"Late Delivery"
160947,57," No Service Area Other"
160942,53,"Late Delivery"
160937,63," Cash Issue Other"
160937,63," Cash Issue Other"
160936,57," late delivery Other"
160932,57," late delivery Other"
160931,63," order cancel payment issue Other"
160929,55,"SKU's NA"
160918,63," cash issue Other"
160918,63," cash issue Other"
160912,61,"Customer Claims That He Hasn't Placed The Order"
160908,53,"Late Delivery"
160904,63," Shop Close Other"
160903,53,"Late Delivery"
160902,49,"Driver got late"
160902,61,"Customer Claims That He Hasn't Placed The Order"
160901,55,"SKU's NA"
160893,53,"Late Delivery"
160881,63," order cancel payment issue Other"
160880,53,"Late Delivery"
160879,63," Cash issue Other"
160877,61,"Customer Claims That He Hasn't Placed The Order"
160875,55,"SKU's NA"
160871,57," late Delivery Other"
160867,55,"SKU's NA"
160865,63," Customer placed double order by mistake Other"
160862,53,"Late Delivery"
160861,63," Shop Close Other"
160859,55,"SKU's NA"
160858,63," order cancel payment issue Other"
160851,63," Cash Issue Other"
160848,63," Cash Issue Other"
160838,63," Shop Close Other"
160834,53,"Late Delivery"
160831,57," delivery issue Other"
160827,63," order cancel payment issue Other"
160826,53,"Late Delivery"
160823,57," No Service Area Other"
160817,63," Cash Issue Other"
160807,57," Late delivery Other"
160804,55,"SKU's NA"
160803,63," Cash Issue Other"
160788,55,"SKU's NA"
160771,53,"Late Delivery"
160763,52," Wrong location Other"
160763,60,"Customer Has Already Purchased It From Somewhere Else"
160751,59,"Shop Closed And Customer Not Responding"
160751,59,"Shop Closed And Customer Not Responding"
160747,55,"SKU's NA"
160742,57," incomplete order Other"
160741,57," No Service Area Other"
160721,53,"Late Delivery"
160716,55,"SKU's NA"
160714,53,"Late Delivery"
160709,55,"SKU's NA"
160698,55,"SKU's NA"
160694,57," incomplete Other"
160693,57," no service area Other"
160677,49,"Driver got late"
160677,52," Snatching Other"
160676,57," no service area Other"
160672,53,"Late Delivery"
160665,53,"Late Delivery"
160659,53,"Late Delivery"
160647,63," Cash Issue Other"
160646,63," Damaged Other"
160641,57," order cancel location issue Other"
160639,59,"Shop Closed And Customer Not Responding"
160634,60,"Customer Has Already Purchased It From Somewhere Else"
160625,55,"SKU's NA"
160621,53,"Late Delivery"
160620,63," order cancel shop close death in family Other"
160619,57," no service area Other"
160615,55,"SKU's NA"
160608,63," order cancel payment issue Other"
160605,63," Shop Close Other"
160605,63," Shop Close Other"
160602,61,"Customer Claims That He Hasn't Placed The Order"
160599,63," order cancel payment issue Other"
160596,57," incomplete order Other"
160596,49,"Driver got late"
160595,55,"SKU's NA"
160594,55,"SKU's NA"
160592,63," cash issue Other"
160592,49,"Driver got late"
160590,63," retail issue Other"
160580,53,"Late Delivery"
160578,53,"Late Delivery"
160564,57," No Go Area Other"
160562,57," No Service Area Other"
160557,57," No Service Area Other"
160555,57," No Service Area Other"
160540,55,"SKU's NA"
160536,55,"SKU's NA"
160534,57," No Service Area Other"
160531,53,"Late Delivery"
160528,57," No Service Area Other"
160527,63," order cancel payment issue Other"
160524,55,"SKU's NA"
160523,57," No Service Area Other"
160511,57," No Go Area Other"
160510,55,"SKU's NA"
160509,57," No Go Area Other"
160496,61,"Customer Claims That He Hasn't Placed The Order"
160496,49,"Driver got late"
160490,49,"Driver got late"
160490,61,"Customer Claims That He Hasn't Placed The Order"
160489,53,"Late Delivery"
160488,63," order Cancel due to shop Close personal issue Other"
160487,63," order Cancel due to shop Close personal issue Other"
160481,57," No Go Area Other"
160481,57," No Go Area Other"
160478,63," Shop Close Other"
160468,57," No Go Area Other"
160461,57," No Go Area Other"
160461,57," No Go Area Other"
160450,57," No Service Area Other"
160436,57," No Service Area Other"
160435,55,"SKU's NA"
160434,55,"SKU's NA"
160416,55,"SKU's NA"
160413,63," order cancel payment issue Other"
160410,57," order cancel shop close Other"
160408,53,"Late Delivery"
160403,55,"SKU's NA"
160401,55,"SKU's NA"
160399,55,"SKU's NA"
160398,63," cash issue Other"
160397,57," No Service Area Other"
160388,53,"Late Delivery"
160376,57," No Service Area Other"
160372,57," no service area Other"
160368,57," no service area Other"
160364,57," no service area Other"
160363,57," no service area Other"
160359,53,"Late Delivery"
160358,57," Computerized bill Other"
160348,57," No Go Area Other"
160343,57," no service area Other"
160339,49,"Driver got late"
160339,57," No Service Area Other"
160331,63," Cash Issue Other"
160330,55,"SKU's NA"
160330,55,"SKU's NA"
160327,63," Shop Close Other"
160326,57," No Go Area Other"
160298,55,"SKU's NA"
160298,49,"Driver got late"
160289,52," Wrong Location Other"
160289,61,"Customer Claims That He Hasn't Placed The Order"
160284,57," No Service Area Other"
160280,57," No Service Area Other"
160278,57," No Go Area Other"
160278,57," No Go Area Other"
160275,53,"Late Delivery"
160272,57," No Go Area Other"
160270,63," Cash Issue Other"
160262,57," No Service Area Other"
160261,57," No Service Area Other"
160257,55,"SKU's NA"
160252,55,"SKU's NA"
160242,53,"Late Delivery"
160233,63," Shop Close Other"
160205,57," No Go Area Other"
160201,57," No Service Area Other"
160196,57," No Service Area Other"
160180,57," No Service Area Other"
160176,49,"Driver got late"
160176,61,"Customer Claims That He Hasn't Placed The Order"
160154,53,"Late Delivery"
160151,53,"Late Delivery"
160150,57," late delivery Other"
160150,49,"Driver got late"
160128,55,"SKU's NA"
160128,55,"SKU's NA"
160128,55,"SKU's NA"
160128,55,"SKU's NA"
160128,55,"SKU's NA"
160128,55,"SKU's NA"
160128,55,"SKU's NA"
160128,55,"SKU's NA"
160128,55,"SKU's NA"
160128,55,"SKU's NA"
160128,55,"SKU's NA"
160128,55,"SKU's NA"
160115,57," no service area Other"
160105,52," Snatching Other"
160105,49,"Driver got late"
160102,55,"SKU's NA"
160097,55,"SKU's NA"
160091,53,"Late Delivery"
160079,55,"SKU's NA"
160065,57," No Service Area Other"
160060,63," Cash Issue Other"
160051,63," Shop Close Other"
160036,57," No Service Area Other"
160027,63," location issue Other"
160026,63," location issue Other"
160014,55,"SKU's NA"
160014,49,"Driver got late"
160004,61,"Customer Claims That He Hasn't Placed The Order"
160004,49,"Driver got late"
160000,57," no service area Other"
159993,55,"SKU's NA"
159988,59,"Shop Closed And Customer Not Responding"
159987,53,"Late Delivery"
159976,57," late delivery Other"
159969,53,"Late Delivery"
159967,57," no service area Other"
159958,55,"SKU's NA"
159955,53,"Late Delivery"
159953,63," Customer does not have cash Other"
159951,63," old retail Other"
159941,53,"Late Delivery"
159938,53,"Late Delivery"
159932,55,"SKU's NA"
159929,60,"Customer Has Already Purchased It From Somewhere Else"
159928,57," No Go Area Other"
159927,57," incomplete order Other"
159922,63," order cancel payment issue Other"
159913,63," order cancel payment issue Other"
159903,57," incompleter order Other"
159885,55,"SKU's NA"
159880,57," order cancel location issue Other"
159878,53,"Late Delivery"
159874,55,"SKU's NA"
159874,49,"Driver got late"
159869,57," incomplete order Other"
159865,55,"SKU's NA"
159853,53,"Late Delivery"
159852,63," order cancel payment issue Other"
159845,55,"SKU's NA"
159826,55,"SKU's NA"
159824,53,"Late Delivery"
159819,63," Order cancel rate issue of jam e shirin Other"
159818,55,"SKU's NA"
159804,55,"SKU's NA"
159783,53,"Late Delivery"
159754,63," shop close Other"
159738,63," shop close Other"
159723,57," late delivery Other"
159718,63," Customer does not have cash Other"
159705,61,"Customer Claims That He Hasn't Placed The Order"
159705,49,"Driver got late"
159701,46,"Shop Closed"
159701,61,"Customer Claims That He Hasn't Placed The Order"
159697,55,"SKU's NA"
159679,55,"SKU's NA"
159675,55,"SKU's NA"
159669,53,"Late Delivery"
159667,61,"Customer Claims That He Hasn't Placed The Order"
159667,49,"Driver got late"
159666,49,"Driver got late"
159666,55,"SKU's NA"
159661,55,"SKU's NA"
159659,57," wrong location Other"
159659,49,"Driver got late"
159653,55,"SKU's NA"
159634,55,"SKU's NA"
159625,55,"SKU's NA"
159621,63," Cash Issue Other"
159607,55,"SKU's NA"
159595,57," No Service Area Other"
159567,57," No Service Area Other"
159563,55,"SKU's NA"
159556,55,"SKU's NA"
159555,63," Cash issue Other"
159539,55,"SKU's NA"
159535,55,"SKU's NA"
159526,55,"SKU's NA"
159510,57," No service Area Other"
159508,57," No service Area Other"
159505,53,"Late Delivery"
159500,63," Order Cancel Shop Close personal issue Other"
159492,57," No Go Area Other"
159490,55,"SKU's NA"
159490,55,"SKU's NA"
159489,57," No Go Area Other"
159484,53,"Late Delivery"
159479,55,"SKU's NA"
159477,55,"SKU's NA"
159472,57," order cancel shop close Other"
159471,55,"SKU's NA"
159456,57," No Service Area Other"
159439,53,"Late Delivery"
159420,55,"SKU's NA"
159414,55,"SKU's NA"
159402,63," Order cancel Payment issue Other"
159402,63," Order cancel Payment issue Other"
159390,57," No Service Area Other"
159367,55,"SKU's NA"
159360,55,"SKU's NA"
159341,57," order Cancel Location issue Other"
159326,57," No Service Area Other"
159313,58,"Customer Does Not Have Cash"
159309,57," Order Cancel Location issue Call not answering Other"
159307,55,"SKU's NA"
159305,63," Cash Issue Other"
159302,57," order cancel shop close call not attend Other"
159298,55,"SKU's NA"
159295,53,"Late Delivery"
159292,55,"SKU's NA"
159277,55,"SKU's NA"
159272,55,"SKU's NA"
159270,56,"Damaged/short expiry"
159269,49,"Driver got late"
159269,52," Wrong Location Other"
159255,57," No Service Area Other"
159240,60,"Customer Has Already Purchased It From Somewhere Else"
159229,55,"SKU's NA"
159227,55,"SKU's NA"
159221,55,"SKU's NA"
159220,55,"SKU's NA"
159216,57," order cancel Shop close call not attend Other"
159215,55,"SKU's NA"
159203,55,"SKU's NA"
159195,55,"SKU's NA"
159191,57," No Service Area Other"
159188,57," order cancel location issue not attend call Other"
159180,55,"SKU's NA"
159169,55,"SKU's NA"
159166,53,"Late Delivery"
159164,55,"SKU's NA"
159148,55,"SKU's NA"
159138,52," Wrong Location Other"
159138,52," Wrong Location Other"
159129,55,"SKU's NA"
159126,52," Wrong Location Other"
159126,49,"Driver got late"
159120,63," cash issue Other"
159119,55,"SKU's NA"
159114,53,"Late Delivery"
159110,53,"Late Delivery"
159110,53,"Late Delivery"
159103,52," office sy bula liya tha Other"
159103,63," Shop Close Other"
159103,63," Shop Close Other"
159103,52," office sy bula liya tha Other"
159103,52," office sy bula liya tha Other"
159103,52," office sy bula liya tha Other"
159103,52," office sy bula liya tha Other"
159103,52," office sy bula liya tha Other"
159103,52," office sy bula liya tha Other"
159092,57," cash issue Other"
159092,57," cash issue Other"
159092,57," cash issue Other"
159092,57," cash issue Other"
159092,57," cash issue Other"
159092,57," cash issue Other"
159092,57," cash issue Other"
159089,55,"SKU's NA"
159079,53,"Late Delivery"
159077,55,"SKU's NA"
159061,57," No Service Area Other"
159059,60,"Customer Has Already Purchased It From Somewhere Else"
159059,60,"Customer Has Already Purchased It From Somewhere Else"
159059,60,"Customer Has Already Purchased It From Somewhere Else"
159054,57," order cancel location issue call not attend Other"
159052,55,"SKU's NA"
159044,57," Incomplete order Other"
159026,55,"SKU's NA"
159024,57," No Service Area Other"
159018,55,"SKU's NA"
159016,63," Shop Close Other"
159014,55,"SKU's NA"
159007,52," office sy bula liya tha Other"
159007,49,"Driver got late"
159002,63," Cash Issue Other"
159002,63," Cash Issue Other"
158998,55,"SKU's NA"
158989,55,"SKU's NA"
158976,57," order cancel location  call not attend Other"
158974,61,"Customer Claims That He Hasn't Placed The Order"
158962,55,"SKU's NA"
158959,63," Shop Close Other"
158950,57," No Service Area Other"
158943,55,"SKU's NA"
158942,55,"SKU's NA"
158917,55,"SKU's NA"
158914,63," Order Cancel payment issue Other"
158905,55,"SKU's NA"
158892,57," order cancel location number off Other"
158888,55,"SKU's NA"
158878,57," order cancel location issue Other"
158875,55,"SKU's NA"
158872,55,"SKU's NA"
158872,55,"SKU's NA"
158871,55,"SKU's NA"
158859,55,"SKU's NA"
158855,55,"SKU's NA"
158847,63," shop close Other"
158846,57," order cancel shop close Other"
158845,57," no service area Other"
158839,55,"SKU's NA"
158832,53,"Late Delivery"
158823,55,"SKU's NA"
158819,55,"SKU's NA"
158812,57," No Service Area Other"
158803,53,"Late Delivery"
158801,55,"SKU's NA"
158794,55,"SKU's NA"
158783,57," Wrong location Other"
158781,57," No Go Area Other"
158779,63," Order cancel payment issue Other"
158776,63," order cancel due to fake order punch Other"
158771,55,"SKU's NA"
158756,63," Cash Issue Other"
158752,63," family issue Other"
158744,59,"Shop Closed And Customer Not Responding"
158715,57," incomplete order Other"
158708,55,"SKU's NA"
158701,55,"SKU's NA"
158698,49,"Driver got late"
158698,52," office sy bula liya tha Other"
158696,53,"Late Delivery"
158695,55,"SKU's NA"
158670,57," order cancel location issue call not attend Other"
158653,55,"SKU's NA"
158650,55,"SKU's NA"
158648,57," No Service Area Other"
158634,57," incomplete order Other"
158631,57," incomplete order Other"
158621,55,"SKU's NA"
158606,55,"SKU's NA"
158599,55,"SKU's NA"
158568,53,"Late Delivery"
158564,57," order cancel shop close Other"
158562,63," Cash Issue Other"
158562,63," Cash Issue Other"
158562,63," Cash Issue Other"
158562,63," Cash Issue Other"
158562,63," Cash Issue Other"
158558,57," incomplete order Other"
158556,53,"Late Delivery"
158553,63," Cash Issue Other"
158551,57," No Service Area Other"
158548,53,"Late Delivery"
158511,55,"SKU's NA"
158510,57," No Service Area Other"
158501,53,"Late Delivery"
158496,57," incomplete order Other"
158482,63," order c cancel payment issue Other"
158476,63," Cash Issue Other"
158471,53,"Late Delivery"
158452,63," Cash issue Other"
158447,49,"Driver got late"
158447,52," office sy bula liya tha Other"
158446,57," order cancel shop close Other"
158445,57," No Service Area Other"
158434,57," No Service Area Other"
158428,55,"SKU's NA"
158414,52," Wrong location Other"
158414,49,"Driver got late"
158408,60,"Customer Has Already Purchased It From Somewhere Else"
158403,49,"Driver got late"
158403,52," Wrong Location Other"
158398,59,"Shop Closed And Customer Not Responding"
158396,49,"Driver got late"
158396,52," Location issue Other"
158388,53,"Late Delivery"
158387,63," order cancel payment issue Other"
158386,63," order cancel payment issue Other"
158378,63," Order Cancel due to Shop Close Other"
158376,59,"Shop Closed And Customer Not Responding"
158372,55,"SKU's NA"
158365,63," Cash Issue Other"
158361,53,"Late Delivery"
158356,63," rate Issue Other"
158345,55,"SKU's NA"
158343,53,"Late Delivery"
158318,53,"Late Delivery"
158303,53,"Late Delivery"
158284,53,"Late Delivery"
158278,53,"Late Delivery"
158271,57," no service area Other"
158271,57," no service area Other"
158265,63," order cancel payment issue Other"
158260,55,"SKU's NA"
158255,57," incomplete order Other"
158249,55,"SKU's NA"
158242,63," Cash issue Other"
158239,59,"Shop Closed And Customer Not Responding"
158234,55,"SKU's NA"
158224,63," Shop Close Other"
158195,55,"SKU's NA"
158193,57," No Service Area Other"
158173,55,"SKU's NA"
158173,55,"SKU's NA"
158173,55,"SKU's NA"
158173,55,"SKU's NA"
158173,55,"SKU's NA"
158173,55,"SKU's NA"
158173,55,"SKU's NA"
158173,55,"SKU's NA"
158173,55,"SKU's NA"
158173,55,"SKU's NA"
158173,55,"SKU's NA"
158173,55,"SKU's NA"
158173,55,"SKU's NA"
158173,55,"SKU's NA"
158173,55,"SKU's NA"
158170,53,"Late Delivery"
158149,53,"Late Delivery"
158147,55,"SKU's NA"
158143,53,"Late Delivery"
158131,55,"SKU's NA"
158129,63," Cash Issue Other"
158126,63," Cash Issue Other"
158125,57," driver app ma show nho ho rha tha Other"
158112,55,"SKU's NA"
158110,55,"SKU's NA"
158098,57," driver app ma show nho ho rha tha Other"
158082,57," Late Delivery  order cancel Other"
158081,53,"Late Delivery"
158061,57," order cancel out of area shop Other"
158061,57," order cancel out of area shop Other"
158049,57," No Service Area Other"
158048,63," cash issue Other"
158044,52," Wrong Location Other"
158044,49,"Driver got late"
158028,55,"SKU's NA"
158014,55,"SKU's NA"
158006,63," Shop Close Other"
158004,53,"Late Delivery"
158002,63," Cash Issue Other"
158000,55,"SKU's NA"
157979,55,"SKU's NA"
157976,55,"SKU's NA"
157975,59,"Shop Closed And Customer Not Responding"
157967,63," order cancel payment issue Other"
157961,57," No Service Area Other"
157957,55,"SKU's NA"
157949,53,"Late Delivery"
157937,55,"SKU's NA"
157929,55,"SKU's NA"
157919,49,"Driver got late"
157919,52," wrong location Other"
157909,57," entry issue ha Other"
157909,57," entry issue ha Other"
157898,57," incomplete order Other"
157895,55,"SKU's NA"
157886,53,"Late Delivery"
157884,55,"SKU's NA"
157883,57," incomplete order Other"
157867,63," shop closed Other"
157863,63," order cancel shop close Other"
157859,55,"SKU's NA"
157849,55,"SKU's NA"
157840,55,"SKU's NA"
157828,55,"SKU's NA"
157808,53,"Late Delivery"
157805,55,"SKU's NA"
157795,55,"SKU's NA"
157789,57," no service area Other"
157783,55,"SKU's NA"
157782,63," shop closed Other"
157773,57," Area Issue Other"
157766,55,"SKU's NA"
157759,55,"SKU's NA"
157757,55,"SKU's NA"
157740,55,"SKU's NA"
157734,60,"Customer Has Already Purchased It From Somewhere Else"
157734,60,"Customer Has Already Purchased It From Somewhere Else"
157726,55,"SKU's NA"
157725,63," Cash Issue Other"
157707,55,"SKU's NA"
157680,53,"Late Delivery"
157675,63," Cash issue Other"
157674,55,"SKU's NA"
157661,53,"Late Delivery"
157655,49,"Driver got late"
157655,52," Retailers location is incorrect Other"
157648,57," order cancel shop close Other"
157633,55,"SKU's NA"
157627,61,"Customer Claims That He Hasn't Placed The Order"
157615,57," incomplete order Other"
157614,55,"SKU's NA"
157609,57," due to dastgyr delivery issues Other"
157608,55,"SKU's NA"
157607,57," late delivery Other"
157607,52," Wrong Location Other"
157603,55,"SKU's NA"
157584,53,"Late Delivery"
157580,57," order cancel location issue Other"
157579,52," Wrong Location Other"
157579,57," No Service Area Other"
157574,53,"Late Delivery"
157568,57," Area Issue Other"
157563,63," Cash Issue Other"
157561,59,"Shop Closed And Customer Not Responding"
157559,55,"SKU's NA"
157557,63," Cash issue Other"
157553,55,"SKU's NA"
157553,55,"SKU's NA"
157552,57," incomplete order Other"
157551,57," incomplete Other"
157547,57," Incomplete order Other"
157545,55,"SKU's NA"
157545,55,"SKU's NA"
157544,63," Shop Close Other"
157542,61,"Customer Claims That He Hasn't Placed The Order"
157539,63," shop closed Other"
157537,63," Cash issue Other"
157535,57," no service area Other"
157530,55,"SKU's NA"
157526,63," payment issue Other"
157520,57," no service area Other"
157515,57," incomplete order Other"
157510,55,"SKU's NA"
157505,63," order cancel payment issue Other"
157502,55,"SKU's NA"
157490,55,"SKU's NA"
157487,60,"Customer Has Already Purchased It From Somewhere Else"
157486,63," Ghar Ki location ha Ghar ma order krty han Other"
157474,57," no service area Other"
157456,55,"SKU's NA"
157451,63," Cash Issue Other"
157446,55,"SKU's NA"
157442,57," incomplete order Other"
157441,57," no service area Other"
157437,55,"SKU's NA"
157432,55,"SKU's NA"
157429,55,"SKU's NA"
157425,55,"SKU's NA"
157421,55,"SKU's NA"
157417,57," no service area Other"
157402,57," No Go Area Other"
157401,53,"Late Delivery"
157393,57," customer not responding Other"
157388,57," no service area Other"
157379,63," location issue Other"
157378,57," no service area Other"
157376,53,"Late Delivery"
157373,55,"SKU's NA"
157360,57," order cancel shop close Other"
157359,57," incomplete order Other"
157357,55,"SKU's NA"
157350,57," incomplete order Other"
157346,57," customer not responding Other"
157345,57," No Go Area Other"
157341,55,"SKU's NA"
157332,55,"SKU's NA"
157328,57," Area Issue jany ka rasta nhi tha Other"
157315,63," cash issue Other"
157310,57," no service area Other"
157309,53,"Late Delivery"
157306,55,"SKU's NA"
157287,63," location issue Other"
157286,55,"SKU's NA"
157284,53,"Late Delivery"
157275,55,"SKU's NA"
157272,63," cash issue Other"
157270,63," cash issue Other"
157268,57," late delivery Other"
157263,63," cash issue Other"
157253,53,"Late Delivery"
157251,63," Shop Close Other"
157245,57," Wrong Location Other"
157227,55,"SKU's NA"
157218,55,"SKU's NA"
157214,53,"Late Delivery"
157190,57," Wrong Location Other"
157172,60,"Customer Has Already Purchased It From Somewhere Else"
157171,53,"Late Delivery"
157170,57," not responding Other"
157168,55,"SKU's NA"
157166,63," Cash Issue Other"
157161,57," order cancel location issue Other"
157158,57," order cancel location issue Other"
157157,57," order cancel location issue Other"
157156,57," customer not responding Other"
157145,63," cash issue Other"
157140,57," Location Issue Other"
157122,55,"SKU's NA"
157113,63," order cancel payment issue Other"
157107,57," no service area Other"
157106,57," no service area Other"
157102,57," Area Issue Other"
157097,53,"Late Delivery"
157088,63," order cancel shop close Other"
157080,63," Shop close Other"
157080,63," Shop close Other"
157067,55,"SKU's NA"
157065,57," Late Delivery  order cancel Other"
157044,57," no service Other"
157036,57," incomplete order Other"
157032,55,"SKU's NA"
157020,63," Cash Issue Other"
157020,63," shop will be closed today Other"
157011,59,"Shop Closed And Customer Not Responding"
157011,59,"Shop Closed And Customer Not Responding"
156994,55,"SKU's NA"
156993,55,"SKU's NA"
156992,63," order cancel shop close due to personal Other"
156980,55,"SKU's NA"
156973,63," Shop Close Other"
156964,55,"SKU's NA"
156952,55,"SKU's NA"
156951,63," Cash Issue Other"
156944,57," customer not responding Other"
156942,55,"SKU's NA"
156934,63," Entry Issue Other"
156932,55,"SKU's NA"
156924,55,"SKU's NA"
156886,55,"SKU's NA"
156882,55,"SKU's NA"
156875,57," Late Delivery  order cancel Other"
156873,63," order cancel shop close personal issue Other"
156851,55,"SKU's NA"
156828,55,"SKU's NA"
156827,53,"Late Delivery"
156802,63," cash issue Other"
156797,63," Shop Close Other"
156795,63," Shop Close Other"
156788,57," Late Delivery  order cancel Other"
156783,55,"SKU's NA"
156781,55,"SKU's NA"
156780,63," abc Other"
156769,57," no service area Other"
156751,53,"Late Delivery"
156735,57," Area Issue Other"
156729,63," Shop Close Other"
156726,55,"SKU's NA"
156686,55,"SKU's NA"
156682,55,"SKU's NA"
156677,52," Wrong Location Other"
156677,57," late delivery Other"
156638,55,"SKU's NA"
156613,57," order cancel shop close Other"
